id_cliente,nombre_completo,fecha_nacimiento,limite_credito,deuda_actual,estado_riesgo
836,Cliente_836,1984-09-17,1799401.63,753891.19, al dia 
837,Cliente_837,1990-05-28,565692.51,342710.73,CASTIGADO
838,Cliente_838,2005-11-08,2091086.58,1697153.55,AL DIA
839,  cliente_839  ,1961-03-16,1893245.31,1359474.52, al dia 
840,  cliente_840  ,1967-06-23,494139.71,423597.47,MOROSO 
841,Cliente_841,1988-07-02,2559517.51,539444.28,MOROSO
842,Cliente_842,1997-01-18,2304606.55,1612949.71,MOROSO
843,Cliente_843,1989-06-16,2797666.48,329483.9,AL DIA
844,Cliente_844,1973-04-19,903981.22,30186.07,MOROSO
845,Cliente_845,1982-02-24,1039321.34,191685.33, al dia 
846,Cliente_846,1992-10-24,2288252.25,1045452.24, al dia 
847,Cliente_847,1977-03-11,1872345.36,1219186.87,MOROSO 
848,Cliente_848,1967-09-14,1349259.6,730079.2,MOROSO
849,Cliente_849,2005-11-11,2171154.18,855839.3,MOROSO 
850,Cliente_850,2006-08-01,1868987.33,35704.43,AL DIA
851,Cliente_851,2003-03-10,1796588.31,1295109.32,CASTIGADO
852,Cliente_852,2004-03-07,1658975.47,497843.21,CASTIGADO
853,Cliente_853,1983-03-23,564813.3,486714.21,MOROSO
854,Cliente_854,1982-05-18,457474.06,286091.81,MOROSO 
855,Cliente_855,1981-03-01,2288572.41,937803.97,MOROSO
856,Cliente_856,1962-03-28,2721506.81,941368.75, al dia 
857,Cliente_857,2002-02-06,687511.5,115129.85,MOROSO 
858,Cliente_858,1961-10-09,,78981.9,CASTIGADO
859,Cliente_859,1968-01-07,,188021.13, al dia 
860,Cliente_860,2000-05-18,314249.37,214787.22,AL DIA
861,Cliente_861,1975-10-17,1993132.05,1313475.27, al dia 
862,Cliente_862,1959-02-20,2360998.38,2217947.31, al dia 
863,Cliente_863,1993-06-03,1837255.51,1030252.72,AL DIA
864,Cliente_864,1975-09-03,579320.44,205185.6, al dia 
865,Cliente_865,2000-11-11,2683165.21,2080192.29,AL DIA
866,  cliente_866  ,2008-03-27,790521.02,179991.63,MOROSO
867,Cliente_867,1989-04-20,1348428.49,497222.24,MOROSO 
868,Cliente_868,1985-12-25,2699784.03,433125.79, al dia 
869,Cliente_869,1972-03-31,251350.7,232285.58,MOROSO 
870,Cliente_870,2005-10-29,1835250.88,9502.01,CASTIGADO
871,Cliente_871,2007-11-16,2228907.37,2026913.09,MOROSO 
872,  cliente_872  ,1974-09-29,1332663.92,969298.56, al dia 
873,Cliente_873,1999-04-20,2251337.29,1707721.81, al dia 
874,Cliente_874,1963-01-29,984404.65,272375.2,MOROSO 
875,Cliente_875,1984-09-09,1168420.83,808203.41, al dia 
876,Cliente_876,1993-01-14,1621321.37,260981.58,CASTIGADO
877,Cliente_877,1964-09-04,2241467.81,953800.54, al dia 
878,Cliente_878,1992-06-12,,462292.74, al dia 
879,Cliente_879,1982-08-31,2745026.94,1755949.58,MOROSO 
880,Cliente_880,2006-10-28,270330.76,81732.02,MOROSO 
881,Cliente_881,1979-09-23,638257.48,472686.21,MOROSO 
882,Cliente_882,1958-09-24,2512048.42,926673.64,CASTIGADO
883,Cliente_883,1983-04-04,1142825.68,875622.46,AL DIA
884,Cliente_884,1960-05-21,1046466.57,498622.19,AL DIA
885,Cliente_885,1961-08-24,531886.93,326553.16, al dia 
886,Cliente_886,1971-04-15,430483.61,2886.43, al dia 
887,Cliente_887,1981-08-01,774944.41,323307.31,MOROSO 
888,Cliente_888,1976-05-08,2796606.26,2060369.91,MOROSO 
889,  cliente_889  ,1969-04-12,676492.64,526355.4,MOROSO 
890,  cliente_890  ,1977-03-26,381911.32,175506.28,AL DIA
891,Cliente_891,1979-05-13,2131238.17,949223.27,MOROSO
892,Cliente_892,1960-04-30,215704.5,169067.45,CASTIGADO
893,Cliente_893,1995-01-11,2343535.06,501097.4,MOROSO 
894,Cliente_894,1995-11-10,1228162.37,374016.59,MOROSO 
895,Cliente_895,1957-07-17,2028940.84,921552.42,AL DIA
896,Cliente_896,1984-08-21,2694849.69,716853.76, al dia 
897,Cliente_897,1972-03-04,1291640.75,138890.84,AL DIA
898,  cliente_898  ,1963-01-24,2290539.01,889672.47,MOROSO
899,Cliente_899,1974-03-22,2856114.64,1924036.59,MOROSO
900,Cliente_900,2005-06-05,1457614.85,521946.99,CASTIGADO
901,Cliente_901,1957-02-17,568514.76,234957.76,AL DIA
902,  cliente_902  ,1991-03-13,2837414.17,722158.61,MOROSO
903,Cliente_903,1958-10-27,1619876.37,1278727.76,CASTIGADO
904,Cliente_904,1974-06-02,1371878.68,147848.29,MOROSO 
905,Cliente_905,1999-04-14,1770649.48,82952.31,MOROSO 
906,Cliente_906,1992-09-26,367908.29,225944.77,MOROSO
907,Cliente_907,2002-06-05,2015337.25,335089.56,AL DIA
908,Cliente_908,2004-02-29,1035144.34,411450.99,AL DIA
909,Cliente_909,1993-06-17,254821.64,49789.21,CASTIGADO
910,Cliente_910,1998-03-17,2925582.67,2653301.71, al dia 
911,  cliente_911  ,2002-02-08,2211325.1,414730.87,MOROSO 
912,Cliente_912,1981-06-29,496054.17,139417.57,MOROSO 
913,Cliente_913,1989-03-28,1414866.7,1025867.48,AL DIA
914,Cliente_914,1997-09-22,1610788.12,1101765.6, al dia 
915,Cliente_915,1971-10-31,2842119.26,331598.21,MOROSO 
916,Cliente_916,1964-01-22,1323830.06,1224715.06,AL DIA
917,Cliente_917,1970-09-19,706819.85,429453.93,CASTIGADO
918,Cliente_918,2002-07-02,,726966.54,MOROSO
919,Cliente_919,1967-09-06,2414359.85,2205321.51,CASTIGADO
920,Cliente_920,1975-11-17,1769251.07,148377.66,MOROSO
921,Cliente_921,1981-10-07,819746.2,523211.49,MOROSO
922,Cliente_922,1993-06-23,1647778.22,1086662.64,MOROSO 
923,Cliente_923,1994-09-28,2100551.35,1473580.17,AL DIA
924,Cliente_924,2002-06-29,1398330.11,246305.01,MOROSO
925,Cliente_925,1994-08-03,892183.67,143737.58,AL DIA
926,Cliente_926,1995-10-09,654567.75,202140.95, al dia 
927,Cliente_927,1981-09-11,1542594.82,811934.97,AL DIA
928,Cliente_928,1962-08-02,562885.19,1263.16,MOROSO
929,Cliente_929,2008-05-25,,362614.22,MOROSO
930,Cliente_930,1967-07-09,201662.04,35501.1, al dia 
931,  cliente_931  ,1969-05-01,842588.87,140759.31,AL DIA
932,Cliente_932,2002-10-04,2875372.3,418582.03,MOROSO
933,Cliente_933,1992-01-03,715458.84,86703.91,MOROSO 
934,Cliente_934,1985-05-30,2669913.26,86556.07,CASTIGADO
935,Cliente_935,1962-06-29,2911633.5,1999919.3,CASTIGADO
936,Cliente_936,1984-05-03,2457343.39,1767113.78,MOROSO 
937,Cliente_937,1986-05-05,1326869.13,207701.65,AL DIA
938,Cliente_938,1992-01-09,1363390.58,289308.43,AL DIA
939,Cliente_939,2002-12-05,958323.91,801842.03,AL DIA
940,Cliente_940,2000-04-09,2096548.16,1646481.52, al dia 
941,Cliente_941,1999-09-10,1159100.69,364158.48, al dia 
942,Cliente_942,1999-12-08,636052.9,467417.97,AL DIA
943,Cliente_943,1981-07-27,2266869.21,164715.56,CASTIGADO
944,Cliente_944,2002-03-04,2097437.52,1895907.26,CASTIGADO
945,Cliente_945,1993-10-12,2482519.42,179094.02, al dia 
946,Cliente_946,1993-03-09,,369650.75, al dia 
947,Cliente_947,1992-08-14,571457.33,107542.77,CASTIGADO
948,Cliente_948,2001-03-31,1050924.65,451121.83, al dia 
949,Cliente_949,1969-03-13,733056.39,15245.53,MOROSO
950,Cliente_950,1969-03-12,2015848.28,1775062.65,AL DIA
951,Cliente_951,1995-10-04,1941668.29,176770.97,CASTIGADO
952,Cliente_952,2006-05-02,1887564.74,926008.03,MOROSO 
953,Cliente_953,2007-11-27,1538212.76,1106612.64,AL DIA
954,Cliente_954,1976-07-04,2107661.46,677142.1, al dia 
955,Cliente_955,1991-05-13,2494247.6,247023.91,AL DIA
956,Cliente_956,1970-10-11,1411239.24,665609.02,MOROSO
957,Cliente_957,2008-04-13,684159.84,588208.04,CASTIGADO
958,Cliente_958,2008-05-27,1167907.08,93311.91,AL DIA
959,Cliente_959,2002-04-25,647086.53,81698.02,CASTIGADO
960,Cliente_960,2000-08-12,2951742.47,680929.68,MOROSO 
961,Cliente_961,1994-06-12,613482.01,517377.45,MOROSO
962,Cliente_962,1974-12-12,736693.63,233152.83, al dia 
963,Cliente_963,1988-11-14,,419814.24,MOROSO 
964,Cliente_964,1991-06-26,1008953.23,580650.88,CASTIGADO
965,  cliente_965  ,1961-12-14,1889130.93,1424358.47,MOROSO 
966,Cliente_966,1986-03-01,2694796.01,487439.76, al dia 
967,Cliente_967,1963-12-03,776651.61,508821.73,CASTIGADO
968,Cliente_968,1964-04-27,541049.02,59608.27,MOROSO
969,Cliente_969,1977-04-19,2660551.46,1788494.76,MOROSO
970,Cliente_970,1957-09-07,2585531.27,677737.13, al dia 
971,Cliente_971,2001-09-27,1840365.44,1260347.56,CASTIGADO
972,Cliente_972,1963-02-23,1330459.8,947644.66,MOROSO 
973,Cliente_973,1986-03-08,1321906.77,667813.47, al dia 
974,Cliente_974,1991-03-22,2637715.16,80026.24,CASTIGADO
975,  cliente_975  ,1980-06-16,636308.28,183902.17,MOROSO 
976,Cliente_976,1981-03-06,1793337.75,601335.8,MOROSO
977,  cliente_977  ,1968-01-22,2086843.44,1841939.9, al dia 
978,Cliente_978,1990-02-02,2891265.65,1085350.6,MOROSO 
979,Cliente_979,1969-03-03,539408.23,388752.51,CASTIGADO
980,Cliente_980,1971-10-11,2804927.48,2067459.29,MOROSO 
981,Cliente_981,1973-04-22,2125093.86,36728.41,CASTIGADO
982,Cliente_982,2001-11-14,1133401.67,53678.2, al dia 
983,Cliente_983,1958-10-15,1132078.29,620539.88,MOROSO 
984,Cliente_984,1973-07-08,2482728.38,589960.21, al dia 
985,Cliente_985,1984-11-26,863958.52,24469.92,MOROSO
986,Cliente_986,2008-03-11,2291419.04,1693583.61,AL DIA
987,  cliente_987  ,1967-08-10,1076245.59,62442.54,MOROSO 
988,  cliente_988  ,1974-07-17,913028.25,228796.1,MOROSO
989,Cliente_989,2005-10-27,2979291.28,1367958.39, al dia 
990,Cliente_990,1978-04-28,283066.67,98922.6,MOROSO
991,Cliente_991,1977-02-24,627753.94,472194.32, al dia 
992,Cliente_992,1973-08-02,2808890.24,207638.12, al dia 
993,Cliente_993,1963-03-20,2679049.46,577782.54,AL DIA
994,Cliente_994,1993-03-16,867957.83,373340.01,MOROSO
995,Cliente_995,1974-06-01,981657.88,80362.03,MOROSO 
996,Cliente_996,1978-08-18,970578.28,366138.45,CASTIGADO
997,  cliente_997  ,1967-10-06,1683768.31,1239030.88,AL DIA
998,Cliente_998,1976-04-09,,152401.26,MOROSO
999,Cliente_999,1998-11-06,1686857.75,1435003.88,MOROSO 
1000,  cliente_1000  ,1972-08-29,1536801.02,564605.81,AL DIA
1001,Cliente_1001,1958-05-29,1847077.15,677382.09, al dia 
1002,Cliente_1002,2001-09-09,569141.08,66091.77,MOROSO 
1003,Cliente_1003,1974-02-17,1668012.4,1501548.59,MOROSO 
1004,Cliente_1004,1966-07-03,2215090.53,1417413.37,MOROSO 
1005,Cliente_1005,1988-11-25,1310256.42,499025.85,MOROSO 
1006,Cliente_1006,2008-05-10,2312616.48,368283.27, al dia 
1007,Cliente_1007,1970-11-17,271355.21,250108.96, al dia 
1008,Cliente_1008,1977-04-16,1439343.12,1085761.11,AL DIA
1009,Cliente_1009,1973-12-09,2268723.12,1845308.62, al dia 
1010,Cliente_1010,1995-10-03,1151048.31,632856.36,MOROSO 
1011,Cliente_1011,1975-10-19,915384.06,168208.08,MOROSO 
1012,Cliente_1012,1990-05-24,479362.61,188051.13, al dia 
1013,Cliente_1013,1960-05-18,1468776.94,370481.27,CASTIGADO
1014,Cliente_1014,1996-02-06,2322971.44,1275606.97,MOROSO
1015,Cliente_1015,1971-09-05,2444696.38,472592.61,AL DIA
1016,Cliente_1016,1984-07-29,820250.91,656096.58,MOROSO
1017,Cliente_1017,1972-08-04,475705.28,162689.68,AL DIA
1018,  cliente_1018  ,1962-02-16,2474295.73,1894195.87, al dia 
1019,Cliente_1019,1973-08-20,1486404.43,1049556.19,MOROSO
1020,Cliente_1020,1967-08-16,2683312.58,1246401.01,AL DIA
1021,Cliente_1021,2008-01-11,2162116.62,806999.07,AL DIA
1022,Cliente_1022,1990-12-28,,578453.33,AL DIA
1023,Cliente_1023,1974-05-06,2323391.27,446884.46,CASTIGADO
1024,Cliente_1024,1985-01-02,,30530.06,CASTIGADO
1025,Cliente_1025,1992-10-04,1846039.94,1083582.19, al dia 
1026,  cliente_1026  ,1998-03-07,2442793.2,558610.61,CASTIGADO
1027,Cliente_1027,1967-12-17,483876.91,304870.85, al dia 
1028,Cliente_1028,1969-09-19,1554610.11,522409.21, al dia 
1029,Cliente_1029,1959-01-20,1104585.06,990383.7,CASTIGADO
1030,Cliente_1030,1961-10-26,1685966.74,520729.65, al dia 
1031,  cliente_1031  ,2001-03-11,623488.13,61680.4, al dia 
1032,Cliente_1032,1974-02-12,1820787.84,354645.87,CASTIGADO
1033,Cliente_1033,1996-04-24,2333064.31,373567.24,MOROSO 
1034,Cliente_1034,2005-03-13,1608956.79,156471.34,CASTIGADO
1035,Cliente_1035,1960-06-11,1655020.18,18651.22,MOROSO
1036,  cliente_1036  ,2002-07-21,1251582.77,108160.86,AL DIA
1037,Cliente_1037,2006-03-10,240105.32,52598.85,CASTIGADO
1038,Cliente_1038,2005-01-25,1508422.82,131312.33,AL DIA
1039,Cliente_1039,1976-06-15,1486880.67,1369966.51,MOROSO 
1040,Cliente_1040,1995-01-15,1527675.88,71584.57,CASTIGADO
1041,Cliente_1041,2002-08-09,2602654.66,930404.6,MOROSO 
1042,Cliente_1042,1957-04-19,383370.94,138640.77,MOROSO
1043,Cliente_1043,1971-01-18,832382.06,301498.83, al dia 
1044,Cliente_1044,1989-01-03,1231120.05,323110.79, al dia 
1045,  cliente_1045  ,1977-09-14,619129.45,392358.83,CASTIGADO
1046,Cliente_1046,1969-06-27,688956.27,575178.86,AL DIA
1047,Cliente_1047,1974-01-26,1629746.59,1037673.16,MOROSO 
1048,Cliente_1048,1978-12-19,1516079.49,1257548.67,AL DIA
1049,Cliente_1049,1976-06-07,1491706.15,982261.49,CASTIGADO
1050,Cliente_1050,1988-06-06,1869108.15,223362.57,CASTIGADO
1051,Cliente_1051,2003-10-28,470496.79,216119.81, al dia 
1052,  cliente_1052  ,1959-12-19,1970419.29,842409.47,MOROSO 
1053,Cliente_1053,1999-01-02,1701311.42,670822.0,MOROSO 
1054,  cliente_1054  ,1980-09-07,524912.68,147428.29,MOROSO 
1055,Cliente_1055,1966-09-12,580517.94,91168.32,MOROSO 
1056,Cliente_1056,1973-11-15,2316696.75,93311.63,MOROSO 
1057,Cliente_1057,1961-11-25,2678938.52,1826762.72,AL DIA
1058,Cliente_1058,1997-07-13,,250362.52, al dia 
1059,Cliente_1059,1986-03-23,,63180.4,MOROSO 
1060,Cliente_1060,2002-03-17,989440.0,359236.77, al dia 
1061,Cliente_1061,1967-02-15,2704741.05,1183381.63,MOROSO
1062,Cliente_1062,1983-04-21,1557963.79,1058416.15,CASTIGADO
1063,Cliente_1063,2001-10-26,1642952.29,1184421.8,MOROSO 
1064,Cliente_1064,1970-12-13,,130211.43,MOROSO 
1065,Cliente_1065,1968-02-13,,800373.51,MOROSO 
1066,Cliente_1066,1999-02-11,975876.55,276419.45,MOROSO
1067,  cliente_1067  ,1988-12-08,,1452927.4,MOROSO 
1068,Cliente_1068,1986-03-22,1238444.3,940947.55,CASTIGADO
1069,Cliente_1069,1961-12-09,1872690.77,991094.09,AL DIA
1070,Cliente_1070,1966-07-13,809002.47,95393.64,MOROSO 
1071,Cliente_1071,1959-12-08,2930656.64,535213.62,MOROSO
1072,Cliente_1072,1993-04-15,1661942.3,884792.64,CASTIGADO
1073,Cliente_1073,1965-01-26,428844.82,78090.69, al dia 
1074,Cliente_1074,1996-05-02,468774.35,343043.74, al dia 
1075,Cliente_1075,1976-05-21,1193056.65,548379.38, al dia 
1076,Cliente_1076,1979-12-18,1712522.96,313094.75,MOROSO 
1077,Cliente_1077,1982-01-30,854996.45,51347.75,AL DIA
1078,Cliente_1078,1962-06-30,1489324.64,1212709.25, al dia 
1079,Cliente_1079,1984-09-15,2309810.02,1744859.48, al dia 
1080,Cliente_1080,2005-03-01,1583600.98,664230.76,MOROSO 
1081,Cliente_1081,1963-05-27,2035703.04,1507463.29,CASTIGADO
1082,Cliente_1082,1999-10-10,1038551.78,277197.0,CASTIGADO
1083,  cliente_1083  ,1985-12-11,1600611.48,612803.81,AL DIA
1084,Cliente_1084,1956-08-10,2445155.51,920905.71,CASTIGADO
1085,Cliente_1085,2005-02-19,1835141.24,1641860.63,CASTIGADO
1086,Cliente_1086,1986-01-20,2590975.69,945721.81,CASTIGADO
1087,Cliente_1087,1996-11-18,975675.03,794719.07,MOROSO
1088,Cliente_1088,1961-11-18,728677.52,515594.3,MOROSO 
1089,Cliente_1089,1971-06-05,793863.87,602045.0, al dia 
1090,Cliente_1090,1964-07-29,2372908.39,195982.55,CASTIGADO
1091,Cliente_1091,1975-10-31,887285.7,510031.6, al dia 
1092,Cliente_1092,1961-01-14,2890838.29,446933.02,CASTIGADO
1093,Cliente_1093,1959-03-12,683313.73,66698.36,AL DIA
1094,Cliente_1094,1983-11-28,2148391.06,1802527.97,CASTIGADO
1095,Cliente_1095,1994-07-01,2469305.52,1209159.98,CASTIGADO
1096,Cliente_1096,1983-10-07,287453.25,21218.22,MOROSO
1097,Cliente_1097,1973-10-06,2271896.58,1694571.86,MOROSO 
1098,Cliente_1098,1981-04-29,1127906.86,531823.9,MOROSO 
1099,Cliente_1099,1994-01-07,1938838.11,685042.65,AL DIA
1100,Cliente_1100,1966-11-30,1641701.0,517942.0,MOROSO
1101,Cliente_1101,1985-03-24,461943.02,249234.38,AL DIA
1102,Cliente_1102,1977-01-14,1019317.97,812487.6,MOROSO
1103,Cliente_1103,1986-01-10,905364.3,455467.58, al dia 
1104,Cliente_1104,1961-01-06,1326423.31,1006926.9, al dia 
1105,Cliente_1105,1976-06-30,889981.1,418902.0,CASTIGADO
1106,Cliente_1106,1984-08-06,1627404.9,647212.76,CASTIGADO
1107,Cliente_1107,1976-11-16,885404.86,25718.15,MOROSO
1108,Cliente_1108,1977-05-19,2124933.0,1033825.46,MOROSO 
1109,Cliente_1109,1993-03-12,788152.42,618918.3, al dia 
1110,Cliente_1110,1968-06-24,543666.03,313116.46, al dia 
1111,  cliente_1111  ,2004-10-12,484560.75,444770.2,MOROSO
1112,Cliente_1112,1970-12-08,728700.35,543238.34,MOROSO 
1113,Cliente_1113,1982-10-15,980425.93,776091.77,CASTIGADO
1114,Cliente_1114,1982-07-19,2355514.62,841299.73,MOROSO
1115,Cliente_1115,1957-01-27,1985869.71,1396318.55, al dia 
1116,Cliente_1116,1993-01-08,2077417.37,1340932.65,AL DIA
1117,Cliente_1117,2006-03-16,1572110.96,364713.83,MOROSO 
1118,Cliente_1118,2008-03-25,940993.32,86687.44,AL DIA
1119,Cliente_1119,1968-08-17,2812635.62,1892356.75,MOROSO 
1120,Cliente_1120,1964-09-17,1169208.93,643971.3, al dia 
1121,Cliente_1121,1998-10-19,1019948.07,276038.4,MOROSO
1122,Cliente_1122,1981-10-05,2809922.59,1312765.92,AL DIA
1123,Cliente_1123,1986-03-31,2818734.25,1587990.74,MOROSO
1124,Cliente_1124,1980-06-02,739384.36,640365.61,AL DIA
1125,  cliente_1125  ,1960-09-27,1856158.83,429925.36,MOROSO 
1126,  cliente_1126  ,1990-10-21,1267567.57,277024.3, al dia 
1127,Cliente_1127,1988-02-19,2839137.3,1488859.56,MOROSO
1128,Cliente_1128,1962-10-06,1379113.99,827913.57, al dia 
1129,Cliente_1129,1997-10-27,329152.87,54157.66,MOROSO
1130,Cliente_1130,1970-07-11,1181919.2,399290.01, al dia 
1131,Cliente_1131,1998-08-31,2827914.94,1397803.81,AL DIA
1132,Cliente_1132,1978-07-29,392530.28,281057.69,AL DIA
1133,Cliente_1133,1967-09-20,2685054.49,1558575.18,AL DIA
1134,Cliente_1134,1957-10-14,2577587.26,2210601.78,AL DIA
1135,Cliente_1135,1973-12-07,630655.4,456509.51,MOROSO 
1136,Cliente_1136,1987-01-02,1546814.93,1297423.98,AL DIA
1137,Cliente_1137,1995-07-31,1742036.95,909848.99,MOROSO 
1138,Cliente_1138,1991-04-25,393340.48,15424.1,AL DIA
1139,Cliente_1139,2004-05-24,303124.09,223714.05,CASTIGADO
1140,Cliente_1140,1965-10-30,2982604.48,241113.73, al dia 
1141,Cliente_1141,2006-05-21,2049466.71,1710533.21, al dia 
1142,Cliente_1142,1982-06-11,1850717.9,1052448.68,AL DIA
1143,Cliente_1143,1961-07-01,312703.25,266937.16,MOROSO 
1144,Cliente_1144,1970-09-08,823361.84,737891.24,MOROSO 
1145,Cliente_1145,1996-01-01,2147672.64,1924728.19, al dia 
1146,  cliente_1146  ,1958-04-02,730467.41,33101.24, al dia 
1147,Cliente_1147,2002-01-07,1516169.19,365048.94, al dia 
1148,Cliente_1148,1962-01-28,826573.29,107785.17,MOROSO 
1149,Cliente_1149,1956-07-31,1036197.9,675690.93,MOROSO
1150,Cliente_1150,1963-06-20,640726.8,591383.5,MOROSO 
1151,Cliente_1151,1969-02-02,635091.44,207124.74, al dia 
1152,Cliente_1152,1979-05-04,2831362.33,2039407.61,CASTIGADO
1153,Cliente_1153,1975-05-04,522205.45,6722.47,MOROSO 
1154,Cliente_1154,1974-01-01,856400.06,592228.32,CASTIGADO
1155,Cliente_1155,1969-10-13,448718.67,103890.4, al dia 
1156,Cliente_1156,2001-12-29,565407.73,165904.15,MOROSO 
1157,Cliente_1157,1991-10-10,2015678.55,372330.01,MOROSO 
1158,Cliente_1158,1990-06-29,1622242.05,475201.1, al dia 
1159,Cliente_1159,1992-11-30,1587671.04,803807.68,MOROSO
1160,Cliente_1160,2004-05-26,2036670.77,1350238.0,MOROSO 
1161,Cliente_1161,2001-01-26,792816.54,334936.97,CASTIGADO
1162,Cliente_1162,2004-05-14,2825990.16,1898379.34,MOROSO 
1163,Cliente_1163,2000-08-28,2699088.14,2067851.38,CASTIGADO
1164,  cliente_1164  ,2005-10-19,551777.57,391816.08,MOROSO 
1165,Cliente_1165,2007-09-17,2323910.42,1397790.98,CASTIGADO
1166,Cliente_1166,1984-04-03,532515.03,190029.33,MOROSO
1167,Cliente_1167,2000-07-23,1089937.1,286649.53,MOROSO
1168,Cliente_1168,1985-08-01,1163214.99,779176.67,MOROSO
1169,Cliente_1169,1988-03-25,913143.23,721954.54,MOROSO
1170,Cliente_1170,1980-11-05,665293.53,121550.18,MOROSO
1171,Cliente_1171,1966-02-16,2011240.31,1407653.86,AL DIA
1172,Cliente_1172,1971-09-11,2758170.88,1752855.85,CASTIGADO
1173,Cliente_1173,1967-08-27,900063.78,299134.2,CASTIGADO
1174,Cliente_1174,1980-08-01,1871708.73,329156.02,MOROSO 
1175,Cliente_1175,1975-12-06,1696072.78,1112108.66,AL DIA
1176,Cliente_1176,2002-04-08,2275164.77,1156064.24,MOROSO
1177,Cliente_1177,1963-08-25,829266.73,116277.99,AL DIA
1178,  cliente_1178  ,1966-08-18,,750136.04,CASTIGADO
1179,Cliente_1179,1962-01-06,2738981.16,883261.03,CASTIGADO
1180,Cliente_1180,1967-01-20,,742043.92, al dia 
1181,Cliente_1181,1979-10-01,1466960.06,1374084.79,AL DIA
1182,Cliente_1182,1963-05-10,1434171.6,712871.91,CASTIGADO
1183,Cliente_1183,1996-04-29,1413108.98,386709.54,AL DIA
1184,Cliente_1184,1958-11-14,1900267.24,28289.03,AL DIA
1185,Cliente_1185,2006-08-15,222850.37,59626.08,MOROSO 
1186,Cliente_1186,1958-02-10,2560503.59,2313197.91,MOROSO 
1187,Cliente_1187,2000-09-27,527423.29,301599.39,MOROSO 
1188,  cliente_1188  ,1996-08-01,501452.31,218275.02,MOROSO 
1189,Cliente_1189,2004-06-02,2906501.92,659445.35,AL DIA
1190,Cliente_1190,1982-07-13,1924147.35,1066773.89, al dia 
1191,Cliente_1191,1992-09-12,2664190.94,138061.84,AL DIA
1192,  cliente_1192  ,1988-08-26,1086213.44,320869.59,AL DIA
1193,  cliente_1193  ,1966-08-27,1624187.08,298722.83,MOROSO
1194,Cliente_1194,1962-02-18,706416.03,66536.14,MOROSO
1195,Cliente_1195,1998-11-06,401783.25,353233.44,MOROSO 
1196,Cliente_1196,2008-02-12,552055.16,245336.66,MOROSO
1197,Cliente_1197,2001-10-10,991001.57,212868.29,CASTIGADO
1198,Cliente_1198,1963-11-03,2863641.58,682924.4,MOROSO
1199,Cliente_1199,1966-05-16,2473679.17,448704.31,CASTIGADO
1200,Cliente_1200,1972-12-17,2706565.44,1413953.71,CASTIGADO
1201,Cliente_1201,1984-06-25,1616692.88,274638.57,CASTIGADO
1202,Cliente_1202,1978-09-17,372531.02,349115.85, al dia 
1203,Cliente_1203,1968-04-04,617562.33,397328.66, al dia 
1204,Cliente_1204,1996-12-28,703000.55,211829.16, al dia 
1205,Cliente_1205,1999-01-08,2270677.5,532797.41, al dia 
1206,Cliente_1206,1997-07-05,1234553.75,315238.48,AL DIA
1207,Cliente_1207,1963-10-16,,334085.62, al dia 
1208,Cliente_1208,1965-04-10,423353.53,7273.8,CASTIGADO
1209,  cliente_1209  ,1999-07-16,412087.24,307509.39,AL DIA
1210,Cliente_1210,1977-07-24,,1682132.67,MOROSO
1211,Cliente_1211,2003-01-19,1259325.69,710358.99,CASTIGADO
1212,Cliente_1212,2007-06-29,1132858.06,410481.11, al dia 
1213,Cliente_1213,1982-07-14,601765.24,461589.59, al dia 
1214,Cliente_1214,1974-03-30,924346.85,754883.82,MOROSO 
1215,Cliente_1215,1964-07-27,2742806.18,356234.7, al dia 
1216,Cliente_1216,1985-03-01,2800694.15,583974.98,AL DIA
1217,Cliente_1217,1981-04-19,565652.26,210837.31,MOROSO
1218,Cliente_1218,1969-03-05,594889.44,191591.16,AL DIA
1219,Cliente_1219,1986-05-01,2409383.02,824883.39,AL DIA
1220,Cliente_1220,1986-06-06,2275152.21,169743.65,MOROSO 
1221,Cliente_1221,1960-03-11,2550531.14,1499033.84, al dia 
1222,  cliente_1222  ,1976-02-23,,73369.91, al dia 
1223,Cliente_1223,1985-06-11,2330833.82,825872.44,CASTIGADO
1224,Cliente_1224,1988-06-03,1814335.21,829551.46,AL DIA
1225,Cliente_1225,1964-09-19,1010205.19,516928.34,MOROSO
1226,Cliente_1226,1962-02-28,899661.57,38781.63,CASTIGADO
1227,Cliente_1227,1988-07-13,737994.06,449012.05, al dia 
1228,Cliente_1228,2008-06-25,1264331.31,108230.99,AL DIA
1229,  cliente_1229  ,1964-06-23,1328020.85,1093362.73,MOROSO 
1230,Cliente_1230,1996-03-26,1271033.76,142886.06,MOROSO 
1231,Cliente_1231,1979-10-21,2204064.43,933311.15, al dia 
1232,Cliente_1232,1967-12-24,2146168.58,561142.85,MOROSO 
1233,Cliente_1233,1958-07-29,1046183.28,140287.02,AL DIA
1234,Cliente_1234,1968-12-04,863221.24,371006.81, al dia 
1235,Cliente_1235,1970-09-30,2127655.26,1015573.0, al dia 
1236,Cliente_1236,1973-11-20,1310029.5,737917.49,MOROSO 
1237,Cliente_1237,1997-12-28,1578727.26,925120.35,AL DIA
1238,Cliente_1238,1959-07-20,1731007.17,1152629.88, al dia 
1239,Cliente_1239,1961-09-24,427675.72,184011.45,CASTIGADO
1240,Cliente_1240,1958-04-28,2360654.38,164786.27, al dia 
